


Save Time :2026-04-30 12:19:27
User Name :fmboma

Date,eNodeB Name,Cell FDD TDD Indication,Cell Name,LocalCell Id,eNodeB Function Name,Integrity,Radio Net Availability Rate(%),RRC Setup Success Rate(all),RRC Setup Success Rate(Service)[%],RRC Setup Success Rate(Signal)[%],E-RAB Setup Success Rate (ALL)(%),Call Drop Rate (All)(%),HO Success Rate(Intra Freqency),HO Success Rate(S1)[%],Paging Transfer Success Rate,Total Traffic (Gbit),DL Traffic Volume(Gbit),UL Traffic Volume(Gbit),L.Traffic.User.Avg,L.Traffic.User.Max,User DL PDCP Average Throughput,User UL PDCP Average Throughput,DL IBLER[%],UL IBLER[%],DL ReTrans Rate[%],DL Packet Loss Rate(all),UL Packet Loss Rate(all),DL PRB Usage Rate(%),UL PRB Usage Rate(%),PUCCHUsage Rate[%],PDCCH CCE Usage Rate[%],Average CQI,Average PDSCH MCS,Data Access Time (ms),Total Cell Unavail Duration(s)
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_6,6,HRE-0325-Hatfield 2,100%,100,98.4753,99.9074,91.4155,99.7077,1.0917,100,100,99.9962,706.5567,596.6314,109.9254,7.1105,14,9.6558,9.3201,11.437,3.7813,0.124,0,0,43.3517,55.9618,1.7776,34.3656,9.9867,11.5149,2.0973,0
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_5,5,HRE-0325-Hatfield 2,100%,100,99.2949,99.9284,94.8232,99.8483,0.7313,100,100,99.9962,546.1291,505.3558,40.7732,6.1178,13,10.1177,4.3941,11.1268,3.2718,0.1251,0,0,45.0011,48.3243,1.5294,28.2995,9.2301,12.6029,2.3223,0
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_4,4,HRE-0325-Hatfield 2,100%,100,95.3209,99.6528,86.1263,99.1667,1.3589,100,100,99.9962,741.7776,660.1745,81.603,9.9542,18,6.2024,4.9235,12.8478,6.4871,0.1499,0,0,54.851,52.9116,2.4885,36.8107,9.3313,12.6991,2.3495,0
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_3,3,HRE-0325-Hatfield 2,100%,100,99.0268,99.9257,95.6739,99.7081,1.7462,99.6918,99.7199,99.9962,918.9817,854.9046,64.077,8.2252,19,16.4697,4.4986,11.2972,3.812,0.126,0,0,37.563,51.6464,2.0563,27.5089,10.2577,14.5132,2.1011,0
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_2,2,HRE-0325-Hatfield 2,100%,100,99.8651,99.9865,98.6376,99.8798,0.3626,99.696,99.7167,99.9962,1200.78,1148.6657,52.1142,8.093,17,14.0778,5.0121,9.7242,2.4984,0.1144,0,0,48.4405,45.5529,2.0233,27.0073,8.5395,12.2537,1.9638,0
2026-04-23,HRE-0325-Hatfield 2,CELL_TDD,Hatfield 2_LTE_1,1,HRE-0325-Hatfield 2,100%,100,96.3639,99.6926,90.4196,99.2312,1.6326,100,100,99.9972,1133.7187,1051.5419,82.1769,15.4067,25,8.2841,3.6694,12.4417,6.1355,0.1437,0,0,55.468,55.6464,3.8517,31.934,9.5655,13.6966,2.2832,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_6,6,HRE-0034-Dzivarasekwa Main,100%,100,98.6777,99.578,92.4395,99.2909,1.8729,98.9329,99.2056,100.0005,723.1032,661.568,61.5351,29.6162,63,4.3552,2.778,17.102,10.6259,0.2079,0,0.0001,67.9253,51.135,7.404,53.8173,10.1414,10.9894,3.2559,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_5,5,HRE-0034-Dzivarasekwa Main,100%,100,98.911,99.8867,92.1569,99.7453,0.665,99.5516,99.5904,100.0005,435.502,400.2854,35.2166,7.9189,21,4.8494,2.5848,18.7873,6.4571,0.2454,0,0,61.0224,50.9689,1.9797,41.7192,9.0605,6.8611,2.6984,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_4,4,HRE-0034-Dzivarasekwa Main,100%,100,99.3158,99.903,95.6819,99.68,0.8559,99.8386,99.8901,100.0005,917.6397,814.5066,103.1331,37.095,66,4.0933,3.9049,14.6367,6.803,0.1697,0,0,68.9677,55.6398,9.2737,52.1278,9.8993,12.2964,2.9317,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_3,3,HRE-0034-Dzivarasekwa Main,100%,100,99.3408,99.7704,96.396,99.5674,1.3555,98.8463,99.1414,100.0008,998.6548,922.233,76.4218,29.9573,59,4.1979,3.2789,16.569,8.2892,0.1986,0,0,74.8609,56.2609,7.4893,49.4027,10.1833,10.0324,3.0688,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_2,2,HRE-0034-Dzivarasekwa Main,100%,100,99.4103,99.9756,96.2483,99.8164,0.9699,99.2005,99.2835,100.0005,664.602,592.9381,71.6639,10.666,26,6.1965,5.2422,12.8478,4.548,0.1524,0,0,54.7249,50.1526,2.6665,31.5779,9.513,9.1307,2.4289,0
2026-04-23,HRE-0034-Dzivarasekwa Main,CELL_TDD,Dzivarasekwa Main_LTE_1,1,HRE-0034-Dzivarasekwa Main,100%,100,99.5185,99.9237,97.1497,99.7156,0.6301,99.8586,99.8415,100.0005,1229.9916,1104.2196,125.772,32.3266,52,4.954,4.2787,13.4211,5.6756,0.1577,0,0,73.3594,59.399,8.0816,44.1726,9.9694,11.9655,2.7178,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_6,6,CZA-0006-St Marys,100%,100,97.5194,99.7395,86.2525,99.4023,1.2606,99.6669,99.6544,100.0003,405.0616,364.8167,40.2449,11.3575,25,8.1683,2.681,14.2177,7.4668,0.1873,0,0,34.4438,54.7088,2.8394,31.335,10.1754,10.5384,2.2694,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_5,5,CZA-0006-St Marys,100%,100,99.0932,99.8469,94.8306,99.4149,1.2512,99.8153,99.817,100.0003,595.1233,544.136,50.9873,19.0183,38,6.0093,2.5637,15.0057,12.0753,0.1845,0,0,48.7889,54.6566,4.7546,39.2063,10.1952,11.0388,2.6552,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_4,4,CZA-0006-St Marys,100%,100,97.1947,99.6155,88.3697,99.2162,1.1914,99.811,99.8071,100.0003,564.7435,516.9672,47.7763,13.1348,32,6.2106,2.8034,13.8883,7.1907,0.1718,0,0,50.088,51.3263,3.2837,33.0263,9.3969,10.8248,2.5124,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_3,3,CZA-0006-St Marys,100%,100,98.5682,99.7056,92.4812,99.3924,0.9368,99.9397,99.9498,100.0003,403.6999,366.0235,37.6764,10.8204,26,6.8209,3.1931,15.2877,7.5008,0.1881,0,0,31.5353,49.0165,2.7051,26.9111,10.3474,10.1952,2.1341,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_2,2,CZA-0006-St Marys,100%,100,99.4854,99.9134,96.1635,99.6115,0.9343,99.961,99.9483,100.0003,924.6196,842.333,82.2866,23.2188,47,8.7065,3.8327,12.2373,5.8422,0.1456,0,0,46.2482,56.3779,5.8047,32.1132,10.5742,13.018,2.3306,0
2026-04-23,CZA-0006-St Marys,CELL_TDD,St. Marys_LTE_LTE_1,1,CZA-0006-St Marys,100%,100,98.3596,99.8592,90.4302,99.6462,0.7925,99.9753,99.9613,100.0007,705.7357,638.6435,67.0922,16.0642,31,6.3718,3.8601,14.3159,6.5674,0.1719,0,0,48.0301,53.1105,4.0161,33.1796,9.7115,10.5752,2.396,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_6,6,HRE-0226-Lord Malvern,100%,100,97.6424,99.8402,87.2017,99.1761,1.5407,100,100,99.9994,516.1872,476.4011,39.786,7.3104,15,9.3727,3.0076,11.352,4.469,0.1315,0,0,35.2629,54.7656,1.8276,28.9573,9.6145,13.4294,2.0969,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_5,5,HRE-0226-Lord Malvern,100%,100,96.3209,99.8171,83.3959,99.613,0.4753,100,99.734,99.9994,680.1072,619.1745,60.9326,12.3378,23,9.0507,4.5112,11.5385,4.569,0.1363,0,0,42.659,48.7573,3.0844,30.8899,10.1814,11.6662,2.1762,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_4,4,HRE-0226-Lord Malvern,100%,100,82.5141,99.0786,72.006,98.3015,1.2282,100,100,99.9989,563.3486,521.9186,41.43,8.4143,15,11.9755,3.5256,12.559,8.0676,0.1435,0,0,29.8034,48.6042,2.1036,26.5148,9.824,15.0306,2.0123,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_3,3,HRE-0226-Lord Malvern,100%,100,98.7858,99.9283,92.4543,99.6536,1.279,100,100,99.9989,724.1016,667.9729,56.1288,9.8063,17,11.2079,3.8049,11.4495,3.6588,0.1332,0,0,33.049,48.802,2.4516,24.8236,9.8817,14.7894,2.1082,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_2,2,HRE-0226-Lord Malvern,100%,100,96.7284,99.8834,88.7484,99.5003,0.7778,100,100,99.9989,555.8634,484.9302,70.9332,7.9326,17,8.9709,6.6717,13.0252,4.9223,0.1515,0,0,38.1467,47.3836,1.9831,27.2105,9.7041,11.8376,2.122,0
2026-04-23,HRE-0226-Lord Malvern,CELL_TDD,Lord Malvern_LTE_1,1,HRE-0226-Lord Malvern,100%,100,90.5901,99.4495,85.3197,97.816,2.6898,99.957,99.9581,99.9989,481.8006,420.7905,61.0101,7.4253,14,10.6876,5.059,14.6846,6.0667,0.1804,0,0,28.4819,47.633,1.8563,26.8071,9.639,11.9548,2.2183,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_6,6,HRE-0132-Parktown,100%,100,99.6289,99.958,97.1383,99.9587,0.8546,96.8143,96.9758,99.9993,1042.426,970.1096,72.3164,12.0953,25,6.6961,3.0358,12.7729,5.3231,0.1378,0,0,55.2801,61.1805,3.0238,22.5539,8.3169,16.6265,2.4809,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_5,5,HRE-0132-Parktown,100%,100,99.8507,99.9731,99.1379,99.9253,2.0333,98.3369,98.2075,99.9993,297.6809,266.4455,31.2354,18.5415,30,5.5251,1.2951,16.1603,9.409,0.1793,0,0,47.3346,99.6691,4.6354,20.8304,7.3348,11.2738,3.2956,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_4,4,HRE-0132-Parktown,100%,100,99.4529,99.836,98.1261,99.6422,2.4082,98.7409,98.2833,99.9993,979.5848,902.2631,77.3217,8.2722,16,6.7017,4.6365,11.7277,4.6928,0.1329,0,0,56.4171,63.6123,2.068,20.9874,7.1843,18.2375,2.3425,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_3,3,HRE-0132-Parktown,100%,100,97.6359,99.974,84.5142,99.7593,0.8628,98.7296,99.0629,99.9985,837.3455,782.0454,55.3001,9.2494,20,12.2985,3.531,12.1939,6.0683,0.1273,0,0,40.4868,48.3547,2.3123,16.0995,8.1947,17.7796,2.294,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_2,2,HRE-0132-Parktown,100%,100,99.6393,99.9217,98.6126,99.8825,1.8434,98.1491,98.4065,99.9985,1411.6208,1255.2631,156.3577,18.5198,30,6.1382,4.425,17.3509,8.8075,0.1941,0,0,61.9741,72.6356,4.63,24.3241,7.337,12.5121,2.7247,0
2026-04-23,HRE-0132-Parktown,CELL_TDD,Parktown_LTE_1,1,HRE-0132-Parktown,100%,100,98.695,99.6652,96.1047,99.4587,3.1677,97.147,97.0994,99.9985,815.5877,671.4646,144.1231,6.2004,13,10.8468,11.4045,13.3342,5.163,0.1493,0,0,42.7591,52.9319,1.5501,17.0892,6.9385,13.6957,2.1667,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_6,6,HRE-0133-Prospect,100%,100,99.2387,99.8519,96.5431,99.4394,1.3038,99.5682,99.6113,100.0011,654.7865,603.4847,51.3018,9.3785,21,8.0221,2.9053,13.5329,7.5724,0.1648,0,0,45.3585,51.7816,2.3446,34.5563,10.0086,12.5256,2.3103,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_5,5,HRE-0133-Prospect,100%,100,99.4131,99.8678,97.7888,99.8109,0.6967,99.8466,99.8603,100.0011,1092.2468,1007.161,85.0858,19.9911,35,5.855,3.3691,14.4254,4.2631,0.1747,0,0,69.2407,59.8654,4.9978,50.899,10.7818,14.0885,2.4917,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_4,4,HRE-0133-Prospect,100%,100,96.2576,99.8962,77.4194,99.9131,1.8213,100,100,100.0011,135.2804,122.4491,12.8313,1.7191,7,13.2058,4.917,9.17,1.9805,0.1032,0,0,11.6642,34.0566,0.4298,11.2835,8.6299,12.5175,1.8833,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_3,3,HRE-0133-Prospect,100%,100,99.5249,99.9001,97.73,99.5559,0.7065,100,99.7888,100.0011,717.1945,669.4625,47.732,8.578,21,10.737,3.5909,12.2579,4.7567,0.1497,0,0,39.0636,48.2099,2.1445,24.9708,9.9897,13.683,2.2222,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_2,2,HRE-0133-Prospect,100%,100,99.7996,99.9421,99.4354,99.8785,0.4144,99.6245,99.7338,100.0011,1392.5677,1224.4649,168.1028,23.0012,40,6.0973,5.0649,13.1586,5.0004,0.1503,0,0,65.8126,68.6061,5.7503,42.0152,10.8002,14.4459,2.4952,0
2026-04-23,HRE-0133-Prospect,CELL_TDD,Prospect_LTE_1,1,HRE-0133-Prospect,100%,100,99.7877,100,96.5812,99.8897,1.652,100,100,100.0034,289.531,251.9912,37.5398,3.2355,8,14.4959,5.9923,10.2279,1.9916,0.1147,0,0,15.6507,44.1133,0.8089,14.5405,9.2742,14.1889,2.0705,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_6,6,HRE-0134-Waterfalls,100%,100,99.2028,99.9084,90.8654,99.4631,1.0584,99.7328,99.7361,99.9978,523.2418,484.2045,39.0373,10.4361,22,5.2555,2.904,14.1784,5.3372,0.1689,0,0,51.1742,47.5499,2.609,38.5162,8.6831,8.1931,2.8518,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_5,5,HRE-0134-Waterfalls,100%,100,99.0343,99.666,94.7585,99.811,0.9117,99.774,99.8445,99.9978,638.3015,560.6404,77.6611,12.4588,26,7.7909,3.4053,12.3749,5.617,0.14,0,0,42.9396,63.7751,3.1147,34.2372,9.4775,11.8235,2.3144,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_4,4,HRE-0134-Waterfalls,100%,100,99.0937,99.746,96.6954,99.7612,0.7691,99.7631,99.7681,99.9978,601.2788,540.7815,60.4973,6.3241,15,8.3663,5.7619,12.6202,4.0428,0.1548,0,0,50.4421,52.2181,1.581,36.9004,9.4666,10.0019,2.2469,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_3,3,HRE-0134-Waterfalls,100%,100,99.5976,99.9535,95.9906,99.8441,1.0336,99.7868,99.8054,99.9978,405.4991,375.4597,30.0394,7.5261,15,6.129,3.4857,13.2442,4.3142,0.1604,0,0,45.3161,48.3817,1.8815,30.8714,8.8278,8.654,2.7685,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_2,2,HRE-0134-Waterfalls,100%,100,99.5566,99.7732,98.029,99.851,0.6885,99.642,99.7751,99.9978,835.1291,765.6876,69.4415,14.9436,26,10.2894,3.6422,11.6279,5.3432,0.131,0,0,40.3031,56.4299,3.7359,28.0651,9.9924,12.2995,2.1311,0
2026-04-23,HRE-0134-Waterfalls,CELL_TDD,Waterfalls_LTE_1,1,HRE-0134-Waterfalls,100%,100,99.4625,99.9878,96.2006,99.8466,0.877,99.8607,99.8092,99.9983,1008.4003,931.2718,77.1285,8.961,17,10.7847,3.8044,10.8234,3.1347,0.1191,0,0,54.1123,65.5945,2.2403,30.2697,10.0694,14.3411,2.0893,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_6,6,HRE-0003-Aspindale,100%,100,94.4454,99.5096,90.4839,99.4418,1.914,99.8764,99.8852,100.0009,465.1306,418.5276,46.603,4.8612,13,7.1377,5.0024,12.7674,6.3604,0.1496,0,0,31.2223,43.9933,1.2153,28.4988,7.3989,12.0438,2.0574,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_5,5,HRE-0003-Aspindale,100%,100,98.8006,99.7953,96.714,99.5375,1.0759,92.6113,93.467,100.0009,570.0829,527.6137,42.4692,12.8646,26,5.786,3.3656,12.8599,5.82,0.1516,0,0,53.5893,45.2436,3.2162,37.4253,8.2122,9.6176,2.6311,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_4,4,HRE-0003-Aspindale,100%,100,99.2051,99.7525,97.7794,99.7557,0.6768,94.3038,94.835,100.0014,202.9463,186.1345,16.8118,3.125,9,7.1075,3.2221,13.0136,3.4691,0.1586,0,0,19.329,41.7173,0.7813,20.0305,8.5001,10.6619,2.1734,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_3,3,HRE-0003-Aspindale,100%,100,96.0441,99.8331,93.1564,99.6002,1.2296,99.9454,99.0863,100.0009,421.1912,349.8319,71.3593,5.9735,14,10.1963,9.4004,11.4526,6.82,0.1332,0,0,31.5067,45.039,1.4934,27.0679,8.5937,11.5906,2.5208,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_2,2,HRE-0003-Aspindale,100%,100,99.3823,99.9323,97.5706,99.4858,1.0233,98.9062,98.8902,100.0014,699.0153,649.6509,49.3644,12.3987,22,8.6339,3.7946,12.1255,4.3537,0.1399,0,0,47.2197,44.0339,3.0997,32.9475,8.7566,11.2375,2.4287,0
2026-04-23,HRE-0003-Aspindale,CELL_TDD,Aspindale_LTE_1,1,HRE-0003-Aspindale,100%,100,99.6873,99.9575,98.4791,99.7908,0.2727,96.737,97.1332,100.0014,215.1746,193.5957,21.579,5.6279,12,12.9914,4.2631,10.2392,1.9072,0.1194,0,0,15.5933,40.6567,1.407,16.2882,9.2787,10.8609,2.23,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_6,6,HRE-0595-Rydale Ridge,100%,100,99.2779,99.8218,94.6912,99.6974,0.7832,98.4644,98.3731,100.0012,1547.6485,1388.0888,159.5598,39.9851,54,1.6688,7.4636,15.3617,2.4714,0.1604,0,0,79.4582,47.203,9.9963,66.4324,9.1154,16.4001,4.5996,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_5,5,HRE-0595-Rydale Ridge,100%,100,97.856,99.1257,87.9833,99.5308,2.4278,97.0468,95.2692,100.0014,835.1616,736.8842,98.2774,37.1446,61,5.1435,5.0004,14.9528,22.7583,0.1727,0,0,57.6221,56.8598,9.2861,53.666,9.8222,15.8668,3.4413,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_4,4,HRE-0595-Rydale Ridge,100%,100,98.1538,99.816,92.3182,99.721,0.8564,98.4832,98.7714,100.0012,1061.8898,988.5842,73.3056,19.477,46,6.5647,4.0353,12.6479,5.5733,0.1516,0,0,59.9356,64.1881,4.8693,47.4183,9.6127,16.0724,2.7338,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_3,3,HRE-0595-Rydale Ridge,100%,100,99.6847,99.9085,98.0271,99.7155,0.7765,97.053,97.2007,100.0012,2361.8711,2102.9384,258.9327,29.7066,48,5.0182,5.7499,13.2138,4.7389,0.1465,0,0,90.4893,83.7837,7.4266,26.6835,8.5122,11.349,3.5179,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_2,2,HRE-0595-Rydale Ridge,100%,100,98.5181,99.6945,91.9177,99.6476,1.2373,94.3199,93.7603,100.0012,2232.2218,2018.2911,213.9307,50.3094,101,4.9758,3.3799,14.3957,11.8839,0.1529,0,0,71.948,91.6574,12.5773,24.1629,9.804,16.499,5.4882,0
2026-04-23,HRE-0595-Rydale Ridge,CELL_TDD,Rydale Ridge_LTE_1,1,HRE-0595-Rydale Ridge,100%,100,98.4364,99.8036,94.378,99.683,0.9158,98.8962,98.9791,100.0014,1537.4306,1412.1213,125.3093,28.832,57,7.5104,4.0423,15.0608,8.4233,0.1718,0,0,61.8027,67.3066,7.208,20.6424,9.6266,16.1693,2.401,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_6,6,HRE-0128-Kambuzuma Main,100%,100,98.5018,99.3293,96.0613,99.3002,1.6251,99.6681,99.6995,100,716.9519,647.929,69.0229,14.879,33,5.5774,3.2817,18.6446,11.3189,0.2396,0,0.0001,55.032,53.7537,3.7197,43.8299,10.0952,10.0563,3.4392,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_5,5,HRE-0128-Kambuzuma Main,100%,100,99.5217,99.8592,96.0378,99.6612,0.5832,100,99.9471,100,1107.6321,1005.8478,101.7843,25.462,49,9.0393,3.8766,13.9198,6.2283,0.162,0,0,54.9785,62.068,6.3655,44.4987,11.431,15.0417,2.4244,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_4,4,HRE-0128-Kambuzuma Main,100%,100,99.5619,99.7738,98.8632,99.6527,1.0915,99.6681,99.6749,100,825.165,761.0443,64.1207,12.2608,23,5.7132,4.6766,13.3703,3.2669,0.1612,0,0.0002,57.524,60.609,3.0652,42.6362,9.6047,10.5012,2.3696,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_3,3,HRE-0128-Kambuzuma Main,100%,100,99.6401,99.856,98.8153,99.4914,1.1473,99.8465,99.7975,100.0009,497.8719,438.2087,59.6632,17.2397,31,3.3782,3.2363,20.3748,8.3454,0.2598,0,0,60.9215,50.3407,4.3099,41.7711,9.5973,7.7298,4.3441,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_2,2,HRE-0128-Kambuzuma Main,100%,100,99.7834,99.9228,98.1511,99.7317,0.4707,100,99.9338,100,1378.2244,1217.5667,160.6577,24.8101,48,12.7832,6.2791,12.0442,4.7893,0.1353,0,0,47.5861,67.1199,6.2025,31.4251,11.6263,17.4119,2.2085,0
2026-04-23,HRE-0128-Kambuzuma Main,CELL_TDD,Kambuzuma Main_LTE_1,1,HRE-0128-Kambuzuma Main,100%,100,99.8417,99.9552,98.3529,99.6332,0.8758,99.8277,99.8318,100.0009,521.7758,466.8642,54.9116,11.7371,23,6.2073,4.1597,14.113,4.3583,0.1838,0,0,53.7983,57.0282,2.9343,33.6396,10.2714,9.0887,2.958,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_6,6,HRE-0093-Highglen,100%,100,99.6415,99.7759,98.8076,99.4075,0.8098,94.0848,94.8732,100.0002,412.2822,371.4914,40.7908,14.4978,34,2.7538,2.853,17.6548,7.9531,0.2219,0,0,62.4639,44.7146,3.6244,47.6569,8.2912,6.874,3.3096,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_5,5,HRE-0093-Highglen,100%,100,96.9757,99.4748,91.0615,98.7763,2.8964,97.1534,97.8829,100.0003,622.928,561.3444,61.5836,17.6513,38,5.7407,3.0693,15.1019,9.8439,0.1966,0,0,52.471,51.3027,4.4128,44.5728,10.3618,10.8545,2.6227,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_4,4,HRE-0093-Highglen,100%,100,98.091,98.8762,96.7105,99.1519,1.9206,95.9964,96.4776,100.0002,620.6854,562.1438,58.5416,15.6249,34,7.8546,3.3224,15.99,7.1069,0.1921,0,0,38.6288,50.2496,3.9062,36.8259,9.3822,12.7044,2.4466,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_3,3,HRE-0093-Highglen,100%,100,99.7586,99.8655,98.9921,99.578,0.5367,99.4494,99.3972,100.0002,582.3115,517.7225,64.589,16.1968,30,3.1313,4.4416,15.9316,5.6355,0.1971,0,0,63.2249,49.123,4.0492,40.7293,9.3331,7.7944,3.0947,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_2,2,HRE-0093-Highglen,100%,100,98.9415,99.87,93.9492,99.4016,1.4214,99.8669,99.8799,100.0002,764.0589,695.3807,68.6782,24.6925,47,7.3389,3.7816,13.0689,7.0524,0.1634,0,0,46.6386,53.2251,6.1731,36.9286,11.1356,13.152,2.6892,0
2026-04-23,HRE-0093-Highglen,CELL_TDD,Highglen_LTE_1,1,HRE-0093-Highglen,100%,100,98.538,99.5931,95.3662,99.1512,2.364,97.4515,95.7634,100.0005,519.0432,470.6119,48.4313,17.209,36,6.0266,2.5382,15.0175,7.8027,0.1945,0,0,40.8253,52.5684,4.3022,36.25,10.3853,11.3135,2.5979,0
2026-04-23,HRE-0106-Marimba,CELL_TDD,Marimba_LTE_6,6,HRE-0106-Marimba,100%,99.9999,99.2388,99.4826,97.4849,99.1674,0.8207,98.4224,98.6557,99.9874,278.8947,249.1034,29.7913,6.6538,14,3.2561,2.6184,17.7187,7.1777,0.2193,0,0,50.7728,47.5846,1.6635,37.5425,8.6888,6.4514,2.9121,2340
2026-04-23,HRE-0106-Marimba,CELL_TDD,Marimba_LTE_5,5,HRE-0106-Marimba,100%,99.9999,95.5347,99.1634,89.8017,99.0987,2.5679,98.4906,97.4009,99.9877,207.038,189.0396,17.9984,7.1712,18,3.3174,1.5042,20.1127,9.2768,0.2579,0,0,44.6674,43.9337,1.7928,36.6806,8.2996,4.9157,2.5679,2340
2026-04-23,HRE-0106-Marimba,CELL_TDD,Marimba_LTE_4,4,HRE-0106-Marimba,100%,99.9999,97.3512,99.4694,90.5138,99.3131,2.6727,96.5753,96.7511,99.985,114.0201,105.1812,8.839,3.3503,9,5.0195,0.8657,14.1245,6.6943,0.1833,0,0,20.9962,37.7669,0.8376,25.3247,7.9083,6.5814,2.4207,2340
2026-04-23,HRE-0106-Marimba,CELL_TDD,Marimba_LTE_3,3,HRE-0106-Marimba,100%,99.9999,99.6359,99.843,98.7705,99.7057,1.1705,98.9583,98.6607,99.9874,402.2357,372.1356,30.1001,6.4147,16,3.7448,3.1183,17.1915,5.225,0.1931,0,0,53.4458,42.8937,1.6037,34.8721,8.5383,6.74,3.4774,2340
2026-04-23,HRE-0106-Marimba,CELL_TDD,Marimba_LTE_2,2,HRE-0106-Marimba,100%,99.9999,96.7123,99.6496,93.6726,98.8388,3.6859,98.0952,98.1048,100.0019,228.3657,206.7444,21.6213,6.2858,18,3.0405,2.4925,22.7411,9.3356,0.2743,0,0,46.3495,37.0059,1.5715,33.4211,7.8143,4.0606,2.9188,2335
